country_name,year,country_code,literacy_rate_adult_female_of_females_ages_15_and_above,literacy_rate_adult_male_of_males_ages_15_and_above,literacy_rate_adult_total_of_people_ages_15_and_above,literacy_rate_youth_male_of_males_ages_1524,literacy_rate_youth_total_of_people_ages_1524,number_of_deaths_ages_1014_years,number_of_deaths_ages_1519_years,number_of_deaths_ages_2024_years,number_of_deaths_ages_59_years,number_of_infant_deaths,number_of_infant_deaths_female,number_of_infant_deaths_male,number_of_maternal_deaths,number_of_neonatal_deaths,number_of_stillbirths,total_alcohol_consumption_per_capita_female_liters_of_pure_alco,total_alcohol_consumption_per_capita_male_liters_of_pure_alcoho,tuberculosis_death_rate_per_100000_people,unemployment_female_of_female_labor_force,unemployment_male_of_male_labor_force,unemployment_total_of_total_labor_force,capital_health_expenditure_of_gdp,cause_of_death_by_communicable_diseases_and_maternal_prenatal_a,cause_of_death_by_injury_of_total,cause_of_death_by_noncommunicable_diseases_of_total,children_014_living_with_hiv,children_ages_014_newly_infected_with_hiv,condom_use_population_ages_1524_female_of_females_ages_1524,condom_use_population_ages_1524_male_of_males_ages_1524,consumption_of_iodized_salt_of_households,contraceptive_prevalence_any_methods_of_women_ages_1549,contraceptive_prevalence_modern_methods_of_women_ages_1549,current_health_expenditure_of_gdp,demand_for_family_planning_satisfied_by_any_methods_of_married_,demand_for_family_planning_satisfied_by_modern_methods_of_marri,diabetes_prevalence_of_population_ages_20_to_79,exclusive_breastfeeding_of_children_under_6_months,external_health_expenditure_of_current_health_expenditure,external_health_expenditure_channeled_through_government_of_ext,external_health_expenditure_per_capita_ppp_current_internationa
Nicaragua,2017,NIC,0,0,0,0,0,263,499,743,190,2073,884,1189,130,1482,1520,0,0,2.6,3.487999916,3.180000067,3.299999952,0.32538334,0,0,0,500,100,0,0,0,0,0,8.31693268,0,0,0,0,6.03181505,65.06060739,28.53071594
Algeria,2011,DZA,0,0,0,0,0,1136,1937,2644,1328,20596,9419,11177,1100,15703,10693,0,0,8,17.14100075,8.402000427,9.960000038,0,0,0,0,500,100,0,0,0,0,0,5.26748085,0,0,0,0,0.01223205,63.82978723,0.08406068
Eritrea,2014,ERI,0,0,0,0,0,328,583,956,453,3810,1586,2224,580,2165,2166,0,0,21,5.210999966,5.527999878,5.381999969,0,0,0,0,1700,200,0,0,0,0,0,4.05145597,0,0,0,0,34.72654343,84.4701299,28.69242287
Ethiopia,2008,ETH,0,0,0,0,0,19896,25280,21952,39109,181417,77078,104339,21000,124074,103070,0,0,46,2.881999969,1.638000011,2.210999966,0,0,0,0,100000,9600,0,0,0,0,0,4.28063917,0,0,0,0,46.76123428,58.57224749,17.83525467
Guyana,2007,GUY,0,0,0,0,0,47,85,118,37,525,222,303,34,385,278,0,0,14,13.96199989,8.994999886,10.65400028,0,0,0,0,500,100,0,0,0,0,0,5.54291868,0,0,0,21.4,23.71521378,14.20933103,65.90290833
Malawi,2009,MWI,0,0,0,0,0,2237,4015,5024,4916,31683,14087,17596,2700,16683,12054,0,0,32,6.889999866,4.839000225,5.842999935,0,0,0,0,120000,15000,0,0,0,0,0,8.26966286,0,0,0,0,62.12399673,71.76169088,51.61386871
Mali,2008,MLI,0,0,0,0,0,3375,3404,3494,7927,52943,23700,29243,4400,27183,16487,0,0,8.7,12.15999985,8.715999603,10.20899963,0,0,0,0,17000,0,0,0,0,0,0,5.04541206,0,0,0,0,20.68319893,59.91641344,18.26014519
Netherlands,2006,NLD,0,0,0,0,0,119,259,346,99,823,359,464,18,631,735,0,0,0.48,6.159999847,4.071000099,5.001999855,0,0,0,0,100,100,0,0,0,0,0,9.08055115,0,0,0,0,0,0,0
Netherlands,2007,NLD,0,0,0,0,0,115,250,337,95,781,341,440,16,593,677,0,0,0.34,5.208000183,3.292000055,4.152999878,0,0,0,0,100,100,0,0,0,0,0,9.05292511,0,0,0,0,0,0,0
Sudan,2007,SDN,0,0,0,0,0,3082,9237,11964,8271,63934,27873,36061,5700,39077,32897,0,0,30,19.6970005,12.9630003,14.87199974,0,0,0,0,3200,1000,0,0,0,0,0,5.66269207,0,0,0,0,2.68199229,12.63736264,6.48265505
Spain,2017,ESP,0,0,0,0,0,190,392,603,177,1088,479,609,14,749,920,0,0,0.52,19.03499985,15.66300011,17.22400093,0,0,0,0,100,100,0,0,0,0,0,8.94249249,0,0,0,0,0,0,0
Estonia,2006,EST,0,0,0,0,0,17,66,132,13,75,33,42,2,46,52,0,0,5.2,5.585000038,6.234000206,5.914999962,0.05014556,0,0,0,0,0,0,0,0,0,0,4.76530361,0,0,0,0,0.66522276,62.79069767,6.10653973
Estonia,2007,EST,0,0,0,0,0,15,59,126,12,70,31,39,3,42,51,0,0,4.7,3.755000114,5.381000042,4.592000008,0.07439595,0,0,0,0,0,0,0,0,0,0,4.98330879,0,0,0,0,0.57492352,57.44680851,6.34355783
Luxembourg,2011,LUX,0,0,0,0,0,2,8,11,2,14,6,8,0,9,21,0,0,0.39,6.258999825,3.838000059,4.901000023,0,0,0,0,0,0,0,0,0,0,0,6.11205053,0,0,0,0,0.00341894,0,0.19470462
Uruguay,2008,URY,98.46366119,97.83128357,98.16355896,98.62773895,98.96813965,64,182,222,49,501,216,285,9,267,268,0,0,1.4,10.94499969,5.688000202,8.026000023,0.31303501,0,0,0,0,0,0,0,0,0,0,8.82686996,0,0,0,0,0.06026893,6.158326005,0.78502399
Uruguay,2011,URY,98.61907959,98.02310944,98.33589935,98.61340332,98.86222076,58,205,259,44,428,184,244,8,231,234,0,0,1.9,8.098999977,4.857999802,6.30700016,0.13871244,0,0,0,0,0,0,0,0,0,0,8.63529015,0,0,0,65.2,0.03465993,95.94206561,0.5385412
Iceland,2010,ISL,0,0,0,0,0,2,8,10,2,10,4,6,0,6,10,3.53,11.44,1.1,6.730000019,8.30300045,7.56400013,0,4.6,5.7,89.7,0,0,0,0,0,0,0,8.53229141,0,0,1.6,0,0,0,0
Portugal,2007,PRT,0,0,0,0,0,83,215,374,75,347,153,194,9,220,305,0,0,2.7,9.496999741,6.599999905,7.964000225,0,0,0,0,0,0,0,0,0,0,0,9.06500053,0,0,0,0,0.0220022,0,0.51321644
Colombia,2009,COL,93.41513062,93.06253815,93.24468994,97.44113159,97.93743134,1366,4632,6711,1105,12520,5387,7133,660,7940,6584,0,0,3.2,15.83100033,9.362000465,12.06599998,0.62343246,0,0,0,0,0,0,0,0,0,0,7.31134653,0,0,0,0,0.04858737,20.51490801,0.36483884
Grenada,2008,GRD,0,0,0,0,0,3,6,7,3,23,11,12,1,15,18,0,0,1.6,0,0,0,0.11961354,0,0,0,0,0,0,0,0,0,0,5.386199,0,0,0,0,4.20072842,99.74485595,25.96335983
Armenia,2007,ARM,0,0,0,0,0,41,120,144,35,831,340,491,14,511,716,0,0,6.6,9.767000198,9.852000237,9.812000275,0.79325998,0,0,0,0,0,0,0,0,0,0,5.49814034,0,0,0,0,12.21758938,0.761049397,44.39646149
India,2007,IND,0,0,0,0,0,110649,169907,216270,156944,1396555,674831,721724,69000,969440,659445,0,0,46,5.385000229,5.302999973,5.322999954,0.18110794,0,0,0,0,0,0,0,0,0,0,3.51754212,0,0,0,0,1.51285565,84.2655007,1.96550405
Nauru,2018,NRU,0,0,0,0,0,1,1,1,1,8,3,5,0,6,4,1.26,6.16,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5781002,0,0,0,0,12.15947151,51.29624416,142.8051148
Fiji,2009,FJI,0,0,0,0,0,46,79,106,42,380,169,211,8,188,193,0,0,2.1,4.690999985,3.921999931,4.181000233,0.37675601,0,0,0,0,0,0,0,0,0,0,3.53587651,0,0,0,0,6.83090591,1.361470388,18.22627258
Bulgaria,2013,BGR,0,0,0,0,0,65,157,281,68,538,231,307,7,309,417,0,0,2.1,11.84399986,13.89999962,12.94099998,0.06225632,0,0,0,0,0,0,0,0,0,0,7.1707921,0,0,0,0,0,0,0
Japan,2009,JPN,0,0,0,0,0,539,1544,2978,531,2698,1227,1471,68,1282,2284,0,0,2.9,4.808000088,5.308000088,5.099999905,0.09877321,0,0,0,0,0,0,0,0,0,0,9.0582962,0,0,0,0,0,0,0
Norway,2014,NOR,0,0,0,0,0,27,80,136,22,135,59,76,2,97,160,0,0,0.25,3.234999895,3.707000017,3.483999968,0.55046242,0,0,0,0,0,0,0,0,0,0,9.34493351,0,0,0,0,0,0,0
Norway,2017,NOR,0,0,0,0,0,25,74,133,20,123,54,69,1,88,148,0,0,0.34,3.690999985,4.581999779,4.162000179,0.49617919,0,0,0,0,0,0,0,0,0,0,10.31589031,0,0,0,0,0,0,0
Croatia,2006,HRV,0,0,0,0,0,33,128,200,32,234,104,130,4,171,171,0,0,3.3,12.67700005,9.81799984,11.13000011,0.38750911,0,0,0,0,0,0,0,0,0,0,6.97705221,0,0,0,0,0,0,0
Croatia,2012,HRV,0,0,0,0,0,28,80,128,23,184,81,103,3,136,129,0,0,1.4,15.9829998,15.89400005,15.93500042,0.19152254,0,0,0,0,0,0,0,0,0,0,7.7956953,0,0,0,0,0,0,0
Lebanon,2013,LBN,0,0,0,0,0,134,314,376,116,767,358,409,27,534,734,0,0,1.1,10.57299995,5.137000084,6.452000141,0.01367277,0,0,0,0,0,0,0,0,0,0,7.57978058,0,0,0,0,0.79399979,0,8.01199245
Lebanon,2014,LBN,0,0,0,0,0,141,320,395,122,776,364,412,30,536,753,0,0,1,10.47799969,5.093999863,6.395999908,0.01393422,0,0,0,0,0,0,0,0,0,0,7.84629583,0,0,0,0,0.78508312,0,8.03995037
Poland,2007,POL,0,0,0,0,0,397,1319,2180,268,2362,1041,1321,15,1652,1357,0,0,2.2,10.34300041,8.998999596,9.602000237,0.40224874,0,0,0,0,0,0,0,0,0,0,5.87294197,0,0,0,0,0,0,0
Greece,2007,GRC,91.81246948,96.15756989,93.93154907,99.44521332,99.56192017,71,247,500,63,403,180,223,3,248,341,0,0,0.94,12.94099998,5.255000114,8.395999908,0.34809574,0,0,0,0,0,0,0,0,0,0,8.39808178,0,0,0,0,0,0,0
Brazil,2009,BRA,90.41121674,90.17484283,90.29821014,97.44571686,98.0655365,5774,19025,27321,4369,52965,22630,30335,2100,35179,26053,0,0,3.1,11.36499977,6.403999805,8.522000313,0.82580376,0,0,0,0,0,0,0,0,0,0,8.40254688,0,0,0,0,0.14908519,2.452339124,1.66310227
Brazil,2011,BRA,91.63314819,91.16898346,91.41123962,97.9099884,98.48692322,5597,20095,27659,4039,47812,20432,27380,1800,31952,25359,0,0,2.8,9.43900013,5.09100008,6.916999817,0.26323596,0,0,0,0,0,0,0,0,0,0,7.78833342,0,0,0,0,0.33908296,3.515506994,3.97762632
Mexico,2008,MEX,91.45361328,94.59216309,92.92559814,98.40971375,98.38230133,3630,8574,11209,2996,39927,17412,22515,1100,20965,17321,0,0,2.4,4.037000179,3.780999899,3.874000072,0.12782037,0,0,0,0,0,0,0,0,0,0,5.69886971,0,0,0,0,0,0,0
Monaco,2005,MCO,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0.13,0,0,0,0.08790535,0,0,0,0,0,0,0,0,0,0,2.11626101,0,0,0,0,0,0,0
Monaco,2015,MCO,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0.11153983,0,0,0,0,0,0,0,0,0,0,2.02833343,0,0,0,0,0,0,0
Greece,2014,GRC,0,0,0,0,0,56,149,252,51,356,158,198,3,239,295,0,0,0.52,30.20400047,23.625,26.49099922,0.22240223,0,0,0,0,0,0,0,0,0,0,7.84993553,0,0,0,0,1.30178809,0,27.33871078
Maldives,2007,MDV,0,0,0,0,0,13,17,22,11,99,42,57,5,66,62,0,0,1.9,4.018000126,2.75,3.16899991,0.34040558,0,0,0,0,0,0,0,0,0,0,8.30568123,0,0,0,0,1.32094502,7.818358769,12.39308548
Iraq,2017,IRQ,79.90000153,91.19999695,85.59999847,94.90000153,93.5,4300,6759,8340,4231,25508,11097,14411,870,18070,13774,0,0,2.4,31.02000046,10.27999973,13.02000046,0,0,0,0,0,0,0,0,0,0,0,4.12501717,0,0,0,0,0.08311984,17.44508962,0.60067719
Kuwait,2006,KWT,90.82862854,94.52522278,93.28211975,98.52217865,98.51216888,46,87,123,52,490,220,270,5,298,344,0,0,0.99,2.874000072,0.792999983,1.299999952,0,0,0,0,0,0,0,0,0,0,0,2.25313878,0,0,0,0,0,0,0
Oman,2009,OMN,0,0,0,0,0,65,158,243,63,649,283,366,12,357,421,0,0,0.58,10.20100021,4.239999771,5.224999905,0,0,0,0,0,0,0,0,0,0,0,2.8300879,0,0,0,0,0,0,0
Poland,2018,POL,0,0,0,0,0,226,640,1232,175,1429,635,794,0,1025,870,5.58,18.41,1.3,3.846999884,3.844000101,3.845000029,0,0,0,0,0,0,0,0,0,0,0,6.33085012,0,0,0,0,0.05831454,89.28772163,1.17520463
Belgium,2007,BEL,0,0,0,0,0,75,229,373,63,473,203,270,9,312,396,0,0,0.81,8.447999954,6.664999962,7.458000183,0,0,0,0,0,0,0,0,0,0,0,9.16709423,0,0,0,0,0,0,0
Belgium,2008,BEL,0,0,0,0,0,72,223,361,62,470,201,269,8,308,394,0,0,0.72,7.599999905,6.46999979,6.975999832,0,0,0,0,0,0,0,0,0,0,0,9.63237667,0,0,0,0,0,0,0
Belgium,2012,BEL,0,0,0,0,0,62,187,318,58,442,189,253,7,289,398,0,0,0.54,7.40899992,7.651000023,7.541999817,0,0,0,0,0,0,0,0,0,0,0,10.50683689,0,0,0,0,0,0,0
Belgium,2014,BEL,0,0,0,0,0,59,166,298,57,416,177,239,7,284,389,0,0,0.37,7.940000057,9.019000053,8.522999763,0,0,0,0,0,0,0,0,0,0,0,10.44007111,0,0,0,0,0,0,0
Croatia,2007,HRV,0,0,0,0,0,32,118,192,30,226,100,126,4,167,163,0,0,2.3,11.34000015,8.75,9.909000397,0,0,0,0,0,0,0,0,0,0,0,7.46290779,0,0,0,95.90789788,0,0,0
Germany,2017,DEU,0,0,0,0,0,319,958,1403,281,2487,1107,1380,53,1779,2096,0,0,0.36,3.315000057,4.118000031,3.746000051,0,0,0,0,0,0,0,0,0,0,0,11.32229614,0,0,0,0,0,0,0
Israel,2007,ISR,0,0,0,0,0,73,165,253,78,590,267,323,7,363,451,0,0,0.59,9.812999725,9.012000084,9.37899971,0,0,0,0,0,0,0,0,0,0,0,6.88591146,0,0,0,0,1.2978034,0,25.75919342
Israel,2017,ISR,0,0,0,0,0,68,159,192,67,518,233,285,5,339,482,0,0,0.15,4.320000172,4.120999813,4.215000153,0,0,0,0,0,0,0,0,0,0,0,7.49766827,0,0,0,0,1.69399083,0,52.30981445
Jordan,2008,JOR,0,0,0,0,0,230,318,361,293,3557,1568,1989,110,2514,2065,0,0,0.7,24.68199921,10.21700001,12.69999981,0,0,0,0,0,0,0,0,0,0,0,8.75392818,0,0,0,0,1.39194143,21.05263158,11.25899601
Portugal,2008,PRT,0,0,0,0,0,79,198,337,70,328,145,183,9,212,287,0,0,2.5,8.753000259,6.475999832,7.552000046,0,0,0,0,0,0,0,0,0,0,0,9.34049129,0,0,0,0,0.02450804,0,0.61071104
Andorra,2016,AND,0,0,0,0,0,0,1,2,0,2,1,1,0,1,1,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34349346,0,0,0,0,0,0,0
Turkmenistan,2007,TKM,0,0,0,0,0,264,587,795,249,4546,1896,2650,18,2767,1047,0,0,16,3.552000046,7.022999763,5.573999882,0,0,0,0,0,0,0,0,0,0,0,5.28883219,0,0,0,0,0.17343992,9.666176487,0.67571461
Turkmenistan,2008,TKM,0,0,0,0,0,243,564,782,241,4535,1891,2644,16,2802,1070,0,0,15,3.032000065,6.244999886,4.907000065,0,0,0,0,0,0,0,0,0,0,0,5.90518856,0,0,0,0,0.26290035,3.345476644,1.3194598
Turkmenistan,2009,TKM,0,0,0,0,0,224,540,767,236,4585,1911,2674,14,2869,1105,0,0,14,2.657999992,5.864999771,4.532000065,0,0,0,0,0,0,0,0,0,0,0,4.81248379,0,0,0,0,0.30112383,7.577077203,1.29775774
Turkmenistan,2011,TKM,0,0,0,0,0,200,502,745,225,4806,2002,2804,13,3058,1184,0,0,13,2.298000097,5.206999779,4.001999855,0,0,0,0,0,0,0,0,0,0,0,4.89650869,0,0,0,0,0.45503187,9.246329947,2.49821782
Monaco,2016,MCO,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62751341,0,0,0,0,0,0,0
Ireland,2020,IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.813000202,5.451000214,5.157999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,2011,RWA,0,0,0,0,0,1844,1596,2140,2648,13781,6221,7560,1200,7621,6526,0,0,6.3,1.088000059,1.116000056,1.101999998,0,0,0,0,26000,1500,0,0,91.1,0,0,8.21763229,0,61.48325,0,83.8,49.42853546,62.17395515,60.3830986
Cambodia,2011,KHM,0,0,0,0,0,805,1636,1639,1471,12640,5432,7208,850,7377,5917,0,0,25,0.476999998,0.67900002,0.577000022,0.25176272,0,0,0,5700,500,0,0,81.7,0,0,7.50353098,0,51.67273,0,72.8,11.11493587,0,22.16858101
Jamaica,2009,JAM,0,0,0,0,0,100,232,319,80,803,343,460,40,676,823,0,0,0.52,14.8739996,8.541000366,11.36200047,0.07199252,0,0,0,1000,200,0,0,0,0,0,5.1465435,0,79.15493,0,0,2.43616199,75.27611072,9.93023014
Colombia,2016,COL,94.89022064,94.40228271,94.65384674,98.31204224,98.66831207,1159,3944,5944,849,9638,4150,5488,620,6103,5601,0,0,2.9,11.20400047,6.78000021,8.692000389,0,10.1,15,74.8,0,0,0,0,0,0,0,7.53117037,0,86.29709,0,0,0,0,0
Turkey,2014,TUR,92.40181732,98.49678802,95.4396286,99.74697876,99.35848236,1725,3179,3301,1838,15540,7109,8431,250,8821,6654,0,0,0.86,11.81000042,9.01099968,9.880000114,0,0,0,0,0,0,0,0,0,0,0,4.32517862,0,59.69773,0,30.1,0,0,0
Jordan,2017,JOR,0,0,0,0,0,352,455,575,408,3099,1368,1731,100,2120,1991,0,0,0.12,23.95800018,13.19299984,15.11499977,0,0,0,0,0,0,0,0,0,0,0,8.11925125,0,56.66667,0,0,9.30124855,55.02631601,69.74272919
Andorra,2006,AND,0,0,0,0,0,1,2,3,1,4,2,2,0,2,2,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93509436,0,0,0,0,0,0,0
Jordan,2020,JOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.00499916,12.74600029,14.61299992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2010,IRQ,0,0,0,0,0,2333,3854,4140,2701,28448,12448,16000,710,19950,14767,0.14,0.84,3.4,10.47799969,8.012999535,8.366000175,0,22.8,16.7,60.5,0,0,0,0,0,0,0,3.23055601,0,0,10.2,0,0,0,0
Greece,2019,GRC,0,0,0,0,0,50,122,197,41,264,117,147,0,178,244,0,0,0.46,22.01600075,13.51599979,17.23800087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0
Afghanistan,2019,AFG,0,0,0,0,0,1961,12368,13461,2584,55797,25080,30717,0,43424,35384,0,0,26,14.00399971,10.33100033,11.11800003,0,0,0,0,500,200,0,0,0,0,0,0,0,0,9.2,0,0,0,0
Kuwait,2010,KWT,92.68093872,95.54531097,94.4690094,99.06282043,98.89910889,48,99,118,47,517,231,286,6,322,379,0.007,0.048,1.7,2.855999947,1.437999964,1.820000052,0,11.2,13,75.7,0,0,0,0,0,0,0,2.75703621,0,0,14.6,0,0,0,0
Belgium,2010,BEL,0,0,0,0,0,66,206,337,59,459,196,263,8,297,393,5.4,17.71,0.55,8.515999794,8.107999802,8.291999817,0,7.2,6.3,86.5,0,0,0,0,0,0,0,10.23373413,0,0,5.3,0,0,0,0
Kenya,2010,KEN,0,0,0,0,0,5042,7692,10668,8069,57786,25662,32124,6400,36195,31077,1.27,5.37,79,3.09100008,2.614000082,2.842000008,0.21344288,71.5,7.8,20.7,200000,18000,0,0,0,0,0,6.11675072,0,0,3.5,0,28.80493736,8.24915336,42.03897858
Bangladesh,2019,BGD,71.94838715,77.44149017,74.6844635,93.70469666,94.86242676,10063,20267,16037,10587,74488,33771,40717,0,55542,72508,0,0,24,6.203999996,3.305999994,4.190000057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,0
Ecuador,2019,ECU,0,0,0,0,0,582,1189,2009,456,4046,1729,2317,0,2379,2966,0,0,3.3,4.958000183,3.282999992,3.967999935,0,0,0,0,1000,100,0,0,0,0,0,0,0,0,5.5,0,0,0,0
Eritrea,2019,ERI,0,0,0,0,0,359,607,758,365,3178,1322,1856,0,1863,1945,0,0,16,4.953000069,5.308000088,5.144000053,0,0,0,0,1200,200,0,0,0,0,0,0,0,0,5.1,0,0,0,0
Mozambique,2010,MOZ,0,0,0,0,0,5510,6395,9705,8703,68175,31648,36527,4000,32337,25126,0.63,2.75,31,2.970999956,3.588000059,3.259000063,0,70.6,6.8,22.7,160000,30000,0,0,0,0,0,5.83412266,0,0,4,0,67.37631226,54.67695675,36.38611603
Namibia,2010,NAM,0,0,0,0,0,294,481,719,382,2305,1033,1272,170,1295,1039,0.76,3.36,77,24.02300072,20.31900024,22.10000038,0,53.2,9.1,37.7,17000,1600,0,0,0,0,0,9.72611046,0,0,4.4,0,14.25837421,47.40054727,117.8778153
Mexico,2010,MEX,91.85341644,94.38394165,93.06893921,98.3755722,98.43451691,3553,9780,12896,2911,37344,16344,21000,1100,20569,16826,2.22,8.29,2.3,5.183000088,5.373000145,5.302999973,0.18069033,11.1,13,75.9,0,0,0,0,0,0,0,5.97513008,0,0,10.8,0,0,0,0
Tunisia,2010,TUN,71.08821106,87.37573242,79.13057709,98.21085358,97.17172241,280,471,732,285,2991,1303,1688,89,2405,2374,0.38,2.46,1.5,18.96800041,10.90499973,13.04899979,0,8.7,6.9,84.4,100,100,0,0,0,0,0,5.88395596,0,0,9.3,0,1.1983695,100,7.21150208
Botswana,2010,BWA,0,0,0,0,0,125,229,576,237,1344,594,750,99,578,869,3.25,14.22,28,21.5359993,14.6619997,17.86000061,0,55.8,8.2,36,0,0,0,0,0,0,0,6.19402504,0,0,5.4,0,5.10271645,73.26040203,40.97539139
Kiribati,2010,KIR,0,0,0,0,0,11,18,21,15,147,64,83,3,78,48,0.58,2.81,40,0,0,0,1.67077756,32.9,7.6,59.5,0,0,0,0,0,0,0,9.20724678,0,0,6.6,0,5.16099882,46.01022622,8.14474392
Germany,2010,DEU,0,0,0,0,0,377,1123,1793,311,2344,1029,1315,38,1559,1550,6.03,19.61,0.45,6.493999958,7.361999989,6.96600008,0,4.6,3.9,91.6,0,0,0,0,0,0,0,11.0968647,0,0,8.9,0,0,0,0
Latvia,2010,LVA,0,0,0,0,0,19,73,144,23,145,65,80,6,93,93,5.47,19.18,4.3,16.2840004,22.71800041,19.48200035,0.49775979,2.3,6.5,91.2,0,0,0,0,0,0,0,6.13846397,0,0,7.6,0,0.00661889,0,0.0707361
Maldives,2010,MDV,0,0,0,0,0,10,17,25,9,86,37,49,5,56,56,0.4,2.63,2.3,5.119999886,3.691999912,4.143000126,0.24120262,9.3,6.8,84,0,0,0,0,0,0,0,8.48759079,0,0,7.4,0,3.34006476,7.870224622,33.22699356
Oman,2010,OMN,81.80323029,90.24302673,86.93900299,97.40564728,97.74372864,64,150,250,63,674,294,380,12,371,429,0.21,1.03,0.56,10.69099998,3.943000078,5.018000126,0,11.5,17.2,71.4,0,0,0,0,0,0,0,2.82071519,0,0,13.4,0,0,0,0
Algeria,2010,DZA,0,0,0,0,0,1205,2027,2690,1347,20361,9313,11048,1000,15477,10796,0.18,1.12,8.5,19.09000015,8.105999947,9.960000038,0,16.8,10.6,72.6,200,100,0,0,0,0,0,5.11716986,0,0,8.5,0,0.02819294,54.33526012,0.18257575
Qatar,2010,QAT,91.89582062,91.74861908,91.77884674,91.09845734,92.42881775,15,42,114,18,154,69,85,2,94,135,0.39,2.02,0.27,2.770999908,0.143999994,0.449999988,0,5.5,29.2,65.3,0,0,0,0,0,0,0,1.78923905,0,0,15.4,0,0,0,0
Senegal,2010,SEN,0,0,0,0,0,2315,3191,2460,4024,20387,8922,11465,2200,13045,11270,0.18,1.05,20,13.96700001,8.18900013,10.34500027,0,50.4,11.1,38.5,5500,1000,0,0,0,0,0,4.00045347,0,0,4.7,0,12.33434486,95.55006758,13.41589355
Cuba,2020,CUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.728000045,1.503999949,1.590000033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,2019,LUX,0,0,0,0,0,1,6,7,1,14,6,8,0,9,22,0,0,0.18,5.889999866,4.916999817,5.362999916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Lebanon,2010,LBN,0,0,0,0,0,115,271,290,99,738,344,394,20,514,664,0.6,3.21,0.97,10.55000019,5.116000175,6.419000149,0,4.1,6.5,89.4,0,0,0,0,0,0,0,7.4433217,0,0,7.8,0,0.74008149,0,7.77338171
Montenegro,2019,MNE,0,0,0,0,0,3,10,18,4,15,7,8,0,10,26,0,0,0.2,15.72999954,14.22500038,14.88300037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Monaco,2010,MCO,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0.27,0,0,0,0.14029713,0,0,0,0,0,0,0,0,0,0,2.33060694,0,0,6.7,0,0,0,0
Maldives,2019,MDV,0,0,0,0,0,7,14,26,6,46,20,26,0,34,41,0,0,2.1,5.866000175,6.206999779,6.138000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,0
Chile,2019,CHL,0,0,0,0,0,196,529,839,157,1372,615,757,0,1044,711,0,0,2.1,7.702000141,6.642000198,7.090000153,0,0,0,0,500,100,0,0,0,0,0,0,0,0,8.6,0,0,0,0
Niger,2019,NER,0,0,0,0,0,9349,5217,6825,12178,48796,21635,27161,0,25861,21283,0,0,16,0.360000014,0.559000015,0.474999994,0,0,0,0,3000,500,0,0,0,0,0,0,0,0,2.4,0,0,0,0
Paraguay,2019,PRY,0,0,0,0,0,265,572,877,116,2375,1038,1337,0,1555,1526,0,0,3.9,5.78399992,4.145999908,4.809000015,0,0,0,0,500,100,0,0,0,0,0,0,0,0,9.6,0,0,0,0
Algeria,2019,DZA,0,0,0,0,0,1213,1538,2017,1512,20237,9199,11038,0,16484,9674,0,0,6.6,21.07999992,9.697999954,11.70400047,0,0,0,0,1000,200,0,0,0,0,0,0,0,0,6.7,0,0,0,0
Zimbabwe,2019,ZWE,0,0,0,0,0,2501,3094,3938,2264,16769,7369,9400,0,11283,7113,0,0,11,5.458000183,4.433000088,4.953999996,0,0,0,0,84000,5200,0,0,0,0,0,0,0,0,1.8,0,0,0,0
Mongolia,2019,MNG,0,0,0,0,0,96,162,242,113,1015,432,583,0,611,395,0,0,10,5.630000114,6.333000183,6.011000156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0
Benin,2019,BEN,0,0,0,0,0,2083,2827,2434,4176,24542,10872,13670,0,12931,8795,0,0,7.8,2.335999966,2.131999969,2.232000113,0,0,0,0,5600,500,0,0,0,0,0,0,0,0,1,0,0,0,0
Haiti,2019,HTI,0,0,0,0,0,1089,1558,2491,1576,12930,5667,7263,0,6827,5470,0,0,8.9,16.69300079,11.16300011,13.78100014,0,0,0,0,8300,1000,0,0,0,0,0,0,0,0,6.7,0,0,0,0
